B,G,R
4,11,82
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,80
3,11,81
3,11,81
3,11,83
3,11,83
3,11,83
3,11,83
3,11,83
4,12,83
4,12,83
4,12,83
4,12,83
4,11,83
4,11,84
4,11,84
4,11,84
3,12,84
3,12,84
3,12,85
3,12,85
3,12,85
3,12,85
3,12,86
3,12,86
2,11,79
2,11,79
2,11,79
2,11,79
2,11,80
2,11,80
2,11,80
2,11,80
2,11,80
2,11,80
3,11,81
3,11,81
3,11,83
3,11,84
3,11,84
3,11,84
3,11,84
4,12,84
4,12,85
4,12,84
4,12,85
4,12,84
4,12,84
4,12,84
4,12,84
4,12,84
3,12,84
3,12,84
3,12,85
3,12,85
3,12,85
3,12,86
3,12,86
3,12,86
3,12,86
3,12,85
4,12,85
4,12,85
4,12,85
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,80
2,11,80
2,11,80
2,11,80
2,11,80
2,11,81
2,11,81
2,11,81
3,11,82
3,11,84
3,11,84
3,11,85
3,11,85
3,11,85
3,11,85
3,11,85
4,12,85
4,12,85
4,12,85
4,12,86
4,12,86
4,12,86
4,12,85
4,12,85
4,12,85
3,12,85
3,12,85
3,12,85
3,12,86
3,12,86
4,12,86
4,12,86
4,12,86
4,12,86
4,12,85
4,12,85
4,12,85
4,12,85
4,12,85
4,12,85
4,12,85
3,12,85
3,12,85
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
3,11,80
2,11,80
2,11,80
2,11,80
2,11,81
2,11,81
3,11,81
3,11,81
3,11,81
3,11,82
3,11,82
3,11,84
3,12,85
3,12,85
3,12,85
3,11,85
3,11,85
3,11,85
3,11,85
3,12,85
4,12,86
4,12,87
4,12,87
4,12,87
4,12,86
4,12,86
4,12,86
3,12,85
3,12,85
3,12,85
3,12,86
3,12,86
3,13,87
4,13,88
4,13,88
4,12,87
4,12,86
4,12,85
4,12,85
4,12,85
4,12,85
4,12,85
4,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,80
3,11,80
3,12,80
3,12,81
3,12,81
3,11,82
3,11,82
3,11,82
3,11,82
3,12,82
3,12,82
3,12,82
3,11,84
3,11,84
3,12,85
3,12,85
3,12,86
3,12,86
3,12,86
3,12,86
3,11,86
3,11,86
3,12,88
3,12,89
4,12,89
4,12,89
4,12,89
4,12,89
3,12,89
3,12,87
3,12,86
3,12,86
3,12,86
3,12,86
3,12,88
3,13,90
4,13,90
4,13,90
4,12,89
3,12,86
3,12,86
3,12,85
4,12,85
4,12,85
4,12,85
4,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
2,11,78
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,80
2,11,80
3,11,80
3,12,80
3,12,81
4,13,82
4,13,84
3,12,84
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,11,85
3,11,85
3,12,86
3,12,86
3,12,86
3,12,87
3,12,88
3,12,88
3,11,88
3,12,89
3,12,90
3,12,91
3,12,91
3,12,91
3,12,90
3,12,90
2,12,90
2,12,89
2,12,89
3,12,88
3,12,88
3,12,88
3,13,91
3,13,91
4,13,91
4,13,91
3,13,91
3,13,90
3,12,86
3,12,86
3,12,86
3,12,86
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
3,12,85
2,11,78
2,11,78
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,79
2,11,80
2,11,80
2,11,80
3,11,81
3,12,83
4,12,84
4,13,85
4,13,86
4,13,86
3,12,86
3,12,86
3,12,85
3,12,85
3,12,86
3,12,86
3,12,86
3,12,86
3,12,87
3,12,88
